6275.55,1845084
6275.55,1845133
6275.55,1845181
6275.55,1845230
6275.55,1845279
6275.55,1845328
6275.55,1845377
6275.55,1845426
6275.55,1845475
6275.55,1845524
6275.55,1845572
6275.55,1845621
6275.55,1845670
6275.55,1845719
6275.55,1845768
6275.55,1845817
6275.55,1845866
6275.55,1845914
6275.55,1845963
6275.55,1846012
6275.55,1846062
6181.71,1846110
6275.55,1846159
6275.55,1846208
6275.55,1846257
6275.55,1846305
6275.55,1846354
6275.55,1846404
6275.55,1846453
6275.55,1846501
6275.55,1846550
6275.55,1846599
6275.55,1846648
6275.55,1846696
6275.55,1846746
6275.55,1846795
6275.55,1846843
6275.55,1846892
6275.55,1846941
6275.55,1846990
6275.55,1847038
6275.55,1847088
6275.55,1847137
6275.55,1847186
6275.55,1847234
6275.55,1847283
6181.71,1847332
6275.55,1847382
6275.55,1847430
6275.55,1847479
6275.55,1847528
6275.55,1847577
6275.55,1847625
6275.55,1847674
6275.55,1847724
6275.55,1847773
6275.55,1847821
6275.55,1847870
6275.55,1847919
6275.55,1847968
6275.55,1848016
6275.55,1848066
6275.55,1848115
6275.55,1848163
6275.55,1848212
6275.55,1848261
6275.55,1848310
6275.55,1848358
6275.55,1848408
6275.55,1848457
6275.55,1848506
6181.71,1848554
6275.55,1848603
6275.55,1848652
6275.55,1848701
6275.55,1848750
6275.55,1848799
6275.55,1848848
6275.55,1848897
6275.55,1848945
6275.55,1848994
6275.55,1849043
6275.55,1849093
6275.55,1849141
6275.55,1849190
6275.55,1849239
6275.55,1849287
6275.55,1849336
6275.55,1849385
6275.55,1849435
6275.55,1849483
6275.55,1849532
6275.55,1849581
6275.55,1849630
6275.55,1849678
6275.55,1849728
6169.98,1849777
6275.55,1849826
6275.55,1849874
6252.09,1849923
5982.30,1849972
5219.85,1850021
4504.32,1850070
4105.50,1850119
3694.95,1850168
3307.86,1850217
2979.42,1850265
2791.74,1850314
2756.55,1850363
2756.55,1850413
2756.55,1850461
2756.55,1850510
2756.55,1850559
2768.28,1850607
2768.28,1850656
2780.01,1850705
2803.47,1850755
2873.85,1850803
3155.37,1850852
3741.87,1850901
4398.75,1850950
4938.33,1850998
5501.37,1851047
5900.19,1851097
6263.82,1851146
6428.04,1851194
6557.07,1851243
6592.26,1851292
6592.26,1851341
6592.26,1851389
6592.26,1851439
6568.80,1851488
6545.34,1851537
6498.42,1851585
6322.47,1851634
5724.24,1851683
4996.98,1851732
4211.07,1851781
3096.72,1851830
2299.08,1851879
2299.08,1851928
2299.08,1851976
2299.08,1852025
2299.08,1852075
2299.08,1852123
2299.08,1852172
2287.35,1852221
2299.08,1852270
2299.08,1852318
2322.54,1852367
2463.30,1852417
2604.06,1852466
3214.02,1852514
4433.94,1852563
5466.18,1852612
5841.54,1852661
5982.30,1852709
6099.60,1852759
6134.79,1852808
6134.79,1852857
6134.79,1852905
6134.79,1852954
6123.06,1853003
6076.14,1853052
5876.73,1853101
5536.56,1853150
4985.25,1853199
4117.23,1853248
3648.03,1853296
3612.84,1853345
3624.57,1853394
3589.38,1853444
3624.57,1853492
3624.57,1853541
3624.57,1853590
3648.03,1853638
3894.36,1853687
4832.76,1853736
5665.59,1853786
6275.55,1853834
6779.94,1853883
6991.08,1853932
7143.57,1853981
7143.57,1854029
7120.11,1854078
7120.11,1854128
7120.11,1854177
7120.11,1854225
7120.11,1854274
7120.11,1854323
7120.11,1854372
7120.11,1854420
7143.57,1854470
7483.74,1854519
8058.51,1854568
8938.26,1854616
9583.41,1854665
9888.39,1854714
9888.39,1854764
9876.66,1854812
9864.93,1854861
9864.93,1854910
9864.93,1854959
9864.93,1855007
9864.93,1855056
9864.93,1855106
9864.93,1855155
9864.93,1855203
9806.28,1855252
9184.59,1855301
8152.35,1855350
7530.66,1855398
7073.19,1855448
6334.20,1855497
5970.57,1855546
5958.84,1855594
5958.84,1855643
5970.57,1855692
5970.57,1855741
5970.57,1855790
5970.57,1855839
5876.73,1855888
5970.57,1855937
5970.57,1855985
5900.19,1856034
5079.09,1856083
3906.09,1856133
2697.90,1856181
2275.62,1856230
2216.97,1856279
2216.97,1856328
2228.70,1856376
2228.70,1856425
2228.70,1856475
2228.70,1856523
2240.43,1856572
2287.35,1856621
2780.01,1856670
3753.60,1856718
4504.32,1856768
4961.79,1856817
5501.37,1856866
5923.65,1856914
6228.63,1856963
6310.74,1857012
6310.74,1857061
6193.44,1857110
6299.01,1857159
6299.01,1857208
6299.01,1857257
6299.01,1857305
6322.47,1857354
6615.72,1857403
7026.27,1857453
7460.28,1857501
7882.56,1857550
8175.81,1857599
8562.90,1857648
8949.99,1857696
9278.43,1857745
9559.95,1857795
9618.60,1857844
9630.33,1857892
9618.60,1857941
9618.60,1857990
9618.60,1858039
9595.14,1858087
9513.03,1858137
9290.16,1858186
8797.50,1858235
8128.89,1858283
7284.33,1858332
6826.86,1858381
6592.26,1858430
5994.03,1858479
5489.64,1858528
5255.04,1858577
5184.66,1858626
5184.66,1858674
5196.39,1858723
5196.39,1858772
5196.39,1858822
5196.39,1858870
5196.39,1858919
5196.39,1858968
5090.82,1859016
4234.53,1859065
3202.29,1859115
2134.86,1859164
1431.06,1859212
1372.41,1859261
1372.41,1859310
1384.14,1859359
1384.14,1859407
1384.14,1859457
1384.14,1859506
1395.87,1859555
1395.87,1859603
1431.06,1859652
1712.58,1859701
2475.03,1859750
3202.29,1859799
3753.60,1859848
4082.04,1859897
4433.94,1859946
4492.59,1859994
4480.86,1860043
4480.86,1860092
4469.13,1860141
4469.13,1860190
4469.13,1860239
4492.59,1860288
4809.30,1860336
5630.40,1860385
6486.69,1860434
7225.68,1860484
7565.85,1860532
7612.77,1860581
7601.04,1860630
7589.31,1860679
7589.31,1860727
7460.28,1860776
7589.31,1860826
7601.04,1860875
7812.18,1860923
8515.98,1860972
9266.70,1861021
9747.63,1861070
9947.04,1861118
9947.04,1861168
9935.31,1861217
9935.31,1861266
9935.31,1861314
9935.31,1861363
9935.31,1861412
9888.39,1861462
9677.25,1861510
9079.02,1861559
8410.41,1861608
7929.48,1861657
7589.31,1861705
7296.06,1861754
7225.68,1861804
7237.41,1861853
7237.41,1861901
7237.41,1861950
7108.38,1861999
7272.60,1862048
7331.25,1862096
7389.90,1862146
