6017.49,3802428
6017.49,3802476
6017.49,3802525
6017.49,3802574
6017.49,3802624
6017.49,3802672
6017.49,3802721
6017.49,3802770
6017.49,3802819
6017.49,3802867
5935.38,3802916
6017.49,3802966
6017.49,3803015
6017.49,3803063
6017.49,3803112
6017.49,3803161
6017.49,3803210
6017.49,3803258
6017.49,3803308
6017.49,3803357
6017.49,3803406
6017.49,3803454
6017.49,3803503
6017.49,3803552
6017.49,3803601
6017.49,3803650
6017.49,3803699
6017.49,3803748
6017.49,3803797
6017.49,3803845
6017.49,3803894
6017.49,3803943
6017.49,3803993
6017.49,3804041
6017.49,3804090
5935.38,3804139
6017.49,3804188
6017.49,3804236
6017.49,3804285
6017.49,3804335
6017.49,3804384
6017.49,3804432
6017.49,3804481
6017.49,3804530
6017.49,3804579
6017.49,3804627
6017.49,3804677
6017.49,3804726
6017.49,3804775
6017.49,3804823
6017.49,3804872
6017.49,3804921
6017.49,3804971
6017.49,3805019
6017.49,3805068
6017.49,3805117
6017.49,3805166
6017.49,3805214
6017.49,3805263
6017.49,3805313
5935.38,3805362
6017.49,3805410
6017.49,3805459
6017.49,3805508
6017.49,3805557
6017.49,3805605
6017.49,3805655
6017.49,3805704
6017.49,3805753
6017.49,3805801
6017.49,3805850
6017.49,3805899
6017.49,3805948
6017.49,3805997
6017.49,3806046
6017.49,3806095
6017.49,3806144
6017.49,3806192
6017.49,3806241
6017.49,3806290
6017.49,3806340
6017.49,3806388
6017.49,3806437
6017.49,3806486
6017.49,3806535
5935.38,3806583
6017.49,3806632
6017.49,3806682
6017.49,3806731
6017.49,3806779
6017.49,3806828
6017.49,3806877
6017.49,3806926
6017.49,3806974
6017.49,3807024
6017.49,3807073
6017.49,3807122
6017.49,3807170
6017.49,3807219
6017.49,3807268
6017.49,3807318
6017.49,3807366
6017.49,3807415
6017.49,3807464
6017.49,3807513
6017.49,3807561
6017.49,3807610
5982.30,3807660
5759.43,3807708
5231.58,3807757
4633.35,3807806
4175.88,3807855
3730.14,3807903
3143.64,3807952
2721.36,3808002
2650.98,3808051
2650.98,3808099
2650.98,3808148
2662.71,3808197
2662.71,3808246
2662.71,3808294
2662.71,3808344
2662.71,3808393
2662.71,3808442
2662.71,3808490
2662.71,3808539
2662.71,3808588
2639.25,3808637
2064.48,3808686
1090.89,3808732
387.09,3808776
82.11,3808820
46.92,3808863
46.92,3808906
46.92,3808950
46.92,3808993
46.92,3809036
46.92,3809080
46.92,3809123
46.92,3809167
58.65,3809210
246.33,3809254
903.21,3809299
1923.72,3809348
3307.86,3809396
4480.86,3809445
5102.55,3809495
5102.55,3809544
5102.55,3809592
5102.55,3809641
5102.55,3809690
5102.55,3809739
5102.55,3809787
5102.55,3809837
5313.69,3809886
5888.46,3809935
6580.53,3809983
7342.98,3810032
8035.05,3810081
8633.28,3810130
9020.37,3810179
9184.59,3810228
9196.32,3810277
9196.32,3810326
9196.32,3810374
9184.59,3810423
9043.83,3810472
9161.13,3810522
9067.29,3810570
8246.19,3810619
7260.87,3810668
6252.09,3810717
5184.66,3810765
4340.10,3810814
3999.93,3810864
3999.93,3810913
4011.66,3810961
4011.66,3811010
4011.66,3811059
4011.66,3811107
4011.66,3811156
4011.66,3811206
4023.39,3811255
4023.39,3811303
4046.85,3811352
4433.94,3811401
5255.04,3811450
6111.33,3811499
6850.32,3811548
7413.36,3811597
7530.66,3811646
7483.74,3811694
7718.34,3811743
7718.34,3811792
7718.34,3811842
7718.34,3811890
7718.34,3811939
7718.34,3811988
7718.34,3812037
7706.61,3812085
7706.61,3812134
7706.61,3812184
7706.61,3812233
7683.15,3812281
7647.96,3812330
7284.33,3812379
6381.12,3812428
5196.39,3812476
4199.34,3812526
3530.73,3812575
2674.44,3812624
1923.72,3812672
1782.96,3812721
1782.96,3812770
1794.69,3812819
1794.69,3812868
1806.42,3812917
1806.42,3812966
1806.42,3813015
1806.42,3813063
1806.42,3813112
1806.42,3813161
1982.37,3813211
3049.80,3813259
4257.99,3813308
5384.07,3813357
5982.30,3813406
6299.01,3813454
6498.42,3813504
6498.42,3813553
6498.42,3813602
6486.69,3813650
6498.42,3813699
6486.69,3813748
6486.69,3813796
6510.15,3813846
7249.14,3813895
8152.35,3813944
8609.82,3813993
9008.64,3814041
9430.92,3814090
9595.14,3814139
10040.88,3814191
10287.21,3814242
10369.32,3814292
10369.32,3814343
10369.32,3814394
10369.32,3814446
10357.59,3814497
10334.13,3814548
10252.02,3814599
9606.87,3814647
8539.44,3814696
7812.18,3814746
7038.00,3814795
6252.09,3814843
4996.98,3814892
3753.60,3814941
3319.59,3814990
3307.86,3815038
3319.59,3815088
3319.59,3815137
3319.59,3815186
3319.59,3815234
3319.59,3815283
3319.59,3815332
2756.55,3815382
1571.82,3815430
762.45,3815475
445.74,3815519
422.28,3815564
434.01,3815608
434.01,3815653
434.01,3815697
434.01,3815742
434.01,3815786
434.01,3815831
457.47,3815875
586.50,3815920
1184.73,3815965
1970.64,3816014
3319.59,3816064
4938.33,3816112
6005.76,3816161
6428.04,3816210
6416.31,3816259
6404.58,3816307
6416.31,3816356
6416.31,3816406
6404.58,3816455
6404.58,3816503
6404.58,3816552
6428.04,3816601
6944.16,3816650
7812.18,3816698
8891.34,3816748
9712.44,3816797
10134.72,3816848
10158.18,3816899
10158.18,3816949
10158.18,3817000
10158.18,3817052
10158.18,3817103
10087.80,3817154
9231.51,3817203
8093.70,3817251
6768.21,3817300
5560.02,3817350
4656.81,3817399
4398.75,3817447
4398.75,3817496
4398.75,3817545
4410.48,3817594
4410.48,3817643
4410.48,3817692
4410.48,3817741
4187.61,3817790
2674.44,3817838
1184.73,3817884
234.60,3817928
0.00,3817971
0.00,3818013
0.00,3818055
0.00,3818097
0.00,3818139
0.00,3818182
0.00,3818224
11.73,3818267
340.17,3818312
1126.08,3818357
1853.34,3818406
2873.85,3818456
4175.88,3818504
4340.10,3818553
4328.37,3818602
4328.37,3818651
4328.37,3818699
4316.64,3818748
4316.64,3818798
4738.92,3818847
5724.24,3818895
6862.05,3818944
7542.39,3818993
7847.37,3819042
7894.29,3819090
7776.99,3819140
7894.29,3819189
7882.56,3819238
7870.83,3819286
7870.83,3819335
7870.83,3819384
7906.02,3819433
8797.50,3819482
9559.95,3819531
10005.69,3819582
10169.91,3819633
10169.91,3819684
10169.91,3819736
10169.91,3819786
10005.69,3819837
8680.20,3819886
7084.92,3819935
5466.18,3819983
4375.29,3820033
4211.07,3820082
4222.80,3820131
4234.53,3820179
4234.53,3820228
4234.53,3820277
4234.53,3820326
4222.80,3820375
3706.68,3820424
2439.84,3820473
1208.19,3820521
785.91,3820565
762.45,3820610
774.18,3820654
785.91,3820699
785.91,3820743
785.91,3820787
797.64,3820832
1079.16,3820877
2134.86,3820926
3483.81,3820976
4914.87,3821025
5735.97,3821073
5806.35,3821122
5794.62,3821171
5794.62,3821220
5794.62,3821268
5794.62,3821318
5806.35,3821367
6123.06,3821416
6873.78,3821464
7941.21,3821513
9032.10,3821562
9688.98,3821612
9806.28,3821660
9806.28,3821709
9794.55,3821758
9630.33,3821807
9794.55,3821855
9759.36,3821904
9313.62,3821954
8117.16,3822003
6791.67,3822051
5161.20,3822100
4093.77,3822149
4023.39,3822198
4035.12,3822246
4046.85,3822296
4046.85,3822345
4046.85,3822394
4046.85,3822442
4046.85,3822491
3659.76,3822540
2416.38,3822589
1266.84,3822637
914.94,3822682
926.67,3822726
926.67,3822771
926.67,3822815
938.40,3822860
938.40,3822904
938.40,3822949
1020.51,3822994
1560.09,3823043
2615.79,3823092
3812.25,3823140
4703.73,3823190
4985.25,3823239
4996.98,3823288
4985.25,3823336
4985.25,3823385
4985.25,3823434
4985.25,3823482
4996.98,3823532
5794.62,3823581
6850.32,3823630
7800.45,3823678
8480.79,3823727
8844.42,3823776
8891.34,3823825
8891.34,3823874
8914.80,3823923
8879.61,3823972
8879.61,3824021
8879.61,3824069
8879.61,3824118
8973.45,3824167
9642.06,3824217
10322.40,3824267
10815.06,3824318
11037.93,3824369
11014.47,3824420
11014.47,3824472
11014.47,3824523
10979.28,3824574
10815.06,3824625
9747.63,3824673
8645.01,3824722
7753.53,3824772
6850.32,3824820
6650.91,3824869
6568.80,3824918
6674.37,3824967
6674.37,3825015
6674.37,3825064
6662.64,3825114
6486.69,3825163
5712.51,3825211
4375.29,3825260
3131.91,3825309
2686.17,3825358
2697.90,3825406
2697.90,3825456
2697.90,3825505
2697.90,3825554
2709.63,3825602
2733.09,3825651
3190.56,3825700
4070.31,3825750
4809.30,3825798
5606.94,3825847
6134.79,3825896
6357.66,3825945
6381.12,3825993
6369.39,3826042
6369.39,3826092
6275.55,3826141
6369.39,3826189
6510.15,3826238
7131.84,3826287
7765.26,3826336
8363.49,3826384
9055.56,3826434
9313.62,3826483
9384.00,3826532
9442.65,3826580
9454.38,3826629
9442.65,3826678
9442.65,3826727
9407.46,3826776
